Column3,Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES,ps_smiles,ps_num_drugs,p_smiles,p_inchi,p_inchikey,p_chembl_id,chembl_mismatch
1127,1127,1127,RIVASTIGMINE HYDROGEN TARTRATE,948,RIVASTIGMINE HYDROGEN TARTRATE,Chemical,C14H22N2O2.C4H6O6,,GWHQHAUAXRMMOT-MBANBULQSA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB04257MIG,1,9IY2357JPE,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N,CHEMBL636,FALSE
1128,1128,1128,EMTRICITABINE,949,EMTRICITABINE,Chemical,C8H10FN3O3S,,XQSPYNMVSIKCOC-NTSWFWBYSA-N,,25/07/2019 11:55,20/12/2023 12:09,SUB01882MIG,1,G70B4ETF4S,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,1,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",XQSPYNMVSIKCOC-NTSWFWBYSA-N,CHEMBL885,FALSE
1129,1129,1129,TENOFOVIR DISOPROXIL SUCCINATE,949,TENOFOVIR DISOPROXIL SUCCINATE,Chemical,C19H30N5O10P.C4H6O4,,CCGIINMVANPRGB-PFEQFJNWSA-N,,25/07/2019 11:55,21/12/2023 10:14,SUB172494,1,94882WB39E,"InChI=1S/C19H30N5O10P.C4H6O4/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24;5-3(6)1-2-4(7)8/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22);1-2H2,(H,5,6)(H,7,8)/t14-;/m1./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C(CC(=O)O)C(=O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)CCC(=O)O,1,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,"InChI=1S/C19H30N5O10P/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22)/t14-/m1/s1",JFVZFKDSXNQEJW-CQSZACIVSA-N,CHEMBL1538,FALSE
1130,1130,1130,RIVASTIGMINE HYDROGEN TARTRATE,950,RIVASTIGMINE HYDROGEN TARTRATE,Chemical,C14H22N2O2.C4H6O6,,GWHQHAUAXRMMOT-MBANBULQSA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB04257MIG,1,9IY2357JPE,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N,CHEMBL636,FALSE
1131,1131,1131,RIVASTIGMINE HYDROGEN TARTRATE,951,RIVASTIGMINE HYDROGEN TARTRATE,Chemical,C14H22N2O2.C4H6O6,,GWHQHAUAXRMMOT-MBANBULQSA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB04257MIG,1,9IY2357JPE,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N,CHEMBL636,FALSE
1132,1132,1132,LEVETIRACETAM,952,LEVETIRACETAM,Chemical,C8H14N2O2,,HPHUVLMMVZITSG-LURJTMIESA-N,,25/07/2019 11:55,19/12/2023 14:06,SUB08459MIG,1,44YRR34555,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,CC[C@@H](C(N)=O)N1CCCC1=O,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",HPHUVLMMVZITSG-LURJTMIESA-N,CHEMBL1286,FALSE
1133,1133,1133,AFATINIB DIMALEATE,953,AFATINIB DIMALEATE,Chemical,C24H25ClFN5O3.2C4H4O4,,USNRYVNRPYXCSP-JUGPPOIOSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB121316,1,V1T5K7RZ0B,"InChI=1S/C24H25ClFN5O3.2C4H4O4/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15;2*5-3(6)1-2-4(7)8/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29);2*1-2H,(H,5,6)(H,7,8)/b4-3+;2*2-1-/t16-;;/m0../s1",CN(C/C=C/C(=O)NC1=C(C=C2N=CN=C(C2=C1)NC3=CC(=C(C=C3)F)Cl)O[C@@H]4COCC4)C.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,1,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m0/s1",ULXXDDBFHOBEHA-CWDCEQMOSA-N,CHEMBL1173655,FALSE
1134,1134,1134,LEVETIRACETAM,954,LEVETIRACETAM,Chemical,C8H14N2O2,,HPHUVLMMVZITSG-LURJTMIESA-N,,25/07/2019 11:55,19/12/2023 14:06,SUB08459MIG,1,44YRR34555,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,CC[C@@H](C(N)=O)N1CCCC1=O,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",HPHUVLMMVZITSG-LURJTMIESA-N,CHEMBL1286,FALSE
1135,1135,1135,POSACONAZOLE,955,POSACONAZOLE,Chemical,C37H42F2N8O4,,RAGOYPUPXAKGKH-XAKZXMRKSA-N,,25/07/2019 11:55,20/12/2023 08:33,SUB20322,1,6TK1G07BHZ,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",RAGOYPUPXAKGKH-XAKZXMRKSA-N,CHEMBL1397,FALSE
1136,1136,1136,POSACONAZOLE,956,POSACONAZOLE,Chemical,C37H42F2N8O4,,RAGOYPUPXAKGKH-XAKZXMRKSA-N,,25/07/2019 11:55,20/12/2023 08:33,SUB20322,1,6TK1G07BHZ,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",RAGOYPUPXAKGKH-XAKZXMRKSA-N,CHEMBL1397,FALSE
1137,1137,1137,POSACONAZOLE,957,POSACONAZOLE,Chemical,C37H42F2N8O4,,RAGOYPUPXAKGKH-XAKZXMRKSA-N,,25/07/2019 11:55,20/12/2023 08:33,SUB20322,1,6TK1G07BHZ,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",RAGOYPUPXAKGKH-XAKZXMRKSA-N,CHEMBL1397,FALSE
1138,1138,1138,POSACONAZOLE,958,POSACONAZOLE,Chemical,C37H42F2N8O4,,RAGOYPUPXAKGKH-XAKZXMRKSA-N,,25/07/2019 11:55,20/12/2023 08:33,SUB20322,1,6TK1G07BHZ,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,"InChI=1S/C37H42F2N8O4/c1-3-35(26(2)48)47-36(49)46(25-42-47)31-7-5-29(6-8-31)43-14-16-44(17-15-43)30-9-11-32(12-10-30)50-20-27-19-37(51-21-27,22-45-24-40-23-41-45)33-13-4-28(38)18-34(33)39/h4-13,18,23-27,35,48H,3,14-17,19-22H2,1-2H3/t26-,27+,35-,37-/m0/s1",RAGOYPUPXAKGKH-XAKZXMRKSA-N,CHEMBL1397,FALSE
1139,1139,1139,TEMOZOLOMIDE,959,TEMOZOLOMIDE,Chemical,C6H6N6O2,,BPEGJWRSRHCHSN-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:12,SUB10889MIG,1,YF1K15M17Y,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,Cn1nnc2c(C(N)=O)ncn2c1=O,1,Cn1nnc2c(C(N)=O)ncn2c1=O,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",BPEGJWRSRHCHSN-UHFFFAOYSA-N,CHEMBL810,FALSE
1140,1140,1140,TEMOZOLOMIDE,960,TEMOZOLOMIDE,Chemical,C6H6N6O2,,BPEGJWRSRHCHSN-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:12,SUB10889MIG,1,YF1K15M17Y,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,Cn1nnc2c(C(N)=O)ncn2c1=O,1,Cn1nnc2c(C(N)=O)ncn2c1=O,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",BPEGJWRSRHCHSN-UHFFFAOYSA-N,CHEMBL810,FALSE
1141,1141,1141,LETERMOVIR,961,LETERMOVIR,Chemical,C29H28F4N4O4,,FWYSMLBETOMXAG-QHCPKHFHSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB90389,1,1H09Y5WO1F,"InChI=1S/C29H28F4N4O4/c1-40-20-6-3-5-19(16-20)35-11-13-36(14-12-35)28-34-27-21(7-4-8-22(27)30)23(17-26(38)39)37(28)24-15-18(29(31,32)33)9-10-25(24)41-2/h3-10,15-16,23H,11-14,17H2,1-2H3,(H,38,39)/t23-/m0/s1",COC1=C(C=C(C=C1)C(F)(F)F)N2[C@H](C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,1,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,"InChI=1S/C29H28F4N4O4/c1-40-20-6-3-5-19(16-20)35-11-13-36(14-12-35)28-34-27-21(7-4-8-22(27)30)23(17-26(38)39)37(28)24-15-18(29(31,32)33)9-10-25(24)41-2/h3-10,15-16,23H,11-14,17H2,1-2H3,(H,38,39)/t23-/m0/s1",FWYSMLBETOMXAG-QHCPKHFHSA-N,CHEMBL1241951,FALSE
1142,1142,1142,LETERMOVIR,962,LETERMOVIR,Chemical,C29H28F4N4O4,,FWYSMLBETOMXAG-QHCPKHFHSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB90389,1,1H09Y5WO1F,"InChI=1S/C29H28F4N4O4/c1-40-20-6-3-5-19(16-20)35-11-13-36(14-12-35)28-34-27-21(7-4-8-22(27)30)23(17-26(38)39)37(28)24-15-18(29(31,32)33)9-10-25(24)41-2/h3-10,15-16,23H,11-14,17H2,1-2H3,(H,38,39)/t23-/m0/s1",COC1=C(C=C(C=C1)C(F)(F)F)N2[C@H](C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,1,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,"InChI=1S/C29H28F4N4O4/c1-40-20-6-3-5-19(16-20)35-11-13-36(14-12-35)28-34-27-21(7-4-8-22(27)30)23(17-26(38)39)37(28)24-15-18(29(31,32)33)9-10-25(24)41-2/h3-10,15-16,23H,11-14,17H2,1-2H3,(H,38,39)/t23-/m0/s1",FWYSMLBETOMXAG-QHCPKHFHSA-N,CHEMBL1241951,FALSE
1143,1143,1143,EFAVIRENZ,963,EFAVIRENZ,Chemical,C14H9ClF3NO2,,XPOQHMRABVBWPR-ZDUSSCGKSA-N,,25/07/2019 11:55,20/12/2023 12:12,SUB06463MIG,1,JE6H2O27P8,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1",C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1",XPOQHMRABVBWPR-ZDUSSCGKSA-N,CHEMBL223228,FALSE
1144,1144,1144,EMTRICITABINE,963,EMTRICITABINE,Chemical,C8H10FN3O3S,,XQSPYNMVSIKCOC-NTSWFWBYSA-N,,25/07/2019 11:55,20/12/2023 12:09,SUB01882MIG,1,G70B4ETF4S,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,1,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",XQSPYNMVSIKCOC-NTSWFWBYSA-N,CHEMBL885,FALSE
1145,1145,1145,TENOFOVIR DISOPROXIL SUCCINATE,963,TENOFOVIR DISOPROXIL SUCCINATE,Chemical,C19H30N5O10P.C4H6O4,,CCGIINMVANPRGB-PFEQFJNWSA-N,,25/07/2019 11:55,21/12/2023 10:14,SUB172494,1,94882WB39E,"InChI=1S/C19H30N5O10P.C4H6O4/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24;5-3(6)1-2-4(7)8/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22);1-2H2,(H,5,6)(H,7,8)/t14-;/m1./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C(CC(=O)O)C(=O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)CCC(=O)O,1,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,"InChI=1S/C19H30N5O10P/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22)/t14-/m1/s1",JFVZFKDSXNQEJW-CQSZACIVSA-N,CHEMBL1538,FALSE
1146,1146,1146,DEXMEDETOMIDINE HYDROCHLORIDE,964,DEXMEDETOMIDINE HYDROCHLORIDE,Chemical,C13H16N2.ClH,,VPNGEIHDPSLNMU-MERQFXBCSA-N,,25/07/2019 11:55,20/12/2023 13:17,SUB20317,1,1018WH7F9I,"InChI=1S/C13H16N2.ClH/c1-9-5-4-6-12(10(9)2)11(3)13-7-14-8-15-13;/h4-8,11H,1-3H3,(H,14,15);1H/t11-;/m0./s1",CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C.Cl,Cc1cccc([C@H](C)c2cnc[nH]2)c1C.Cl,1,Cc1cccc([C@H](C)c2cnc[nH]2)c1C,"InChI=1S/C13H16N2/c1-9-5-4-6-12(10(9)2)11(3)13-7-14-8-15-13/h4-8,11H,1-3H3,(H,14,15)/t11-/m0/s1",CUHVIMMYOGQXCV-NSHDSACASA-N,CHEMBL778,FALSE
1147,1147,1147,ABACAVIR SULFATE,965,ABACAVIR SULFATE,Chemical,2C14H18N6O.H2O4S,,WMHSRBZIJNQHKT-FFKFEZPRSA-N,,25/07/2019 11:55,07/09/2023 12:41,SUB00231MIG,1,J220T4J9Q2,"InChI=1S/2C14H18N6O.H2O4S/c2*15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21;1-5(2,3)4/h2*1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19);(H2,1,2,3,4)/t2*8-,10+;/m11./s1",C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.OS(=O)(=O)O,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,2,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,"InChI=1S/C14H18N6O/c15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21/h1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19)/t8-,10+/m1/s1",MCGSCOLBFJQGHM-SCZZXKLOSA-N,CHEMBL1380,FALSE
1148,1148,1148,LAMIVUDINE,965,LAMIVUDINE,Chemical,C8H11N3O3S,,JTEGQNOMFQHVDC-NKWVEPMBSA-N,,25/07/2019 11:55,12/09/2023 14:12,SUB08392MIG,1,2T8Q726O95,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,1,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1",JTEGQNOMFQHVDC-NKWVEPMBSA-N,CHEMBL141,FALSE
