Column1,Category,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Active substance,Product number,Patient safety,Authorisation status,ATC code,Additional monitoring,Generic,Conditional approval,Exceptional circumstances,Accelerated assessment,Orphan medicine,Marketing authorisation date,Date of refusal of marketing authorisation,Marketing authorisation holder/company name,Human pharmacotherapeutic group,Date of opinion,Decision date,Revision number,Condition / indication,First published,Revision date,URL,InChI_Keys,PDF_URL
1697,Human,Wilzin,Hepatolenticular Degeneration,zinc,['ZINC'],EMEA/H/C/000535,no,Authorised,A16AX05,no,no,no,no,no,no,12/10/2004,,Recordati Rare Diseases,"Other alimentary tract and metabolism products, ",,16/05/2019,11,Treatment of Wilson's disease.,14/02/2017,14/06/2019,https://www.ema.europa.eu/en/medicines/human/EPAR/wilzin,['HCHKCACWOHOZIP-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/wilzin-epar-product-information_en.pdf
1712,Human,Vantobra,Cystic Fibrosis;  Respiratory Tract Infections,tobramycin,['TOBRAMYCIN'],EMEA/H/C/002633,no,Withdrawn,J01GB01,no,no,no,no,no,no,18/03/2015,,Pari Pharma GmbH,"Antibacterials for systemic use, , Aminoglycoside antibacterials",,21/09/2017,3,Vantobra is indicated for the management of chronic pulmonary infection due to Pseudomonas aeruginosa in patients aged 6 years and older with cystic fibrosis (CF).Consideration should be given to official guidance on the appropriate use of antibacterial agents.,21/09/2017,29/03/2019,https://www.ema.europa.eu/en/medicines/human/EPAR/vantobra,['NLVFBUXFDBBNBW-PBSUHMDJSA-N'],https://www.ema.europa.eu/en/documents/product-information/vantobra-epar-product-information_en.pdf
1715,Human,Altargo,Impetigo;  Staphylococcal Skin Infections,retapamulin,['RETAPAMULIN'],EMEA/H/C/000757,no,Withdrawn,D06AX13,no,no,no,no,no,no,24/05/2007,,Glaxo Group Ltd,Antibiotics and chemotherapeutics for dermatological use,,09/11/2015,15,"Short term treatment of the following superficial skin infections:, , , 	impetigo;, 	infected small lacerations, abrasions or sutured wounds., , , See sections 4.4 and 5.1 for important information regarding the clinical activity of retapamulin against different types of Staphylococcus aureus., , Consideration should be given to official guidance on the appropriate use of antibacterial agents., ",09/11/2015,15/03/2019,https://www.ema.europa.eu/en/medicines/human/EPAR/altargo,['STZYTFJPGGDRJD-NHUWBDDWSA-N'],https://www.ema.europa.eu/en/documents/product-information/altargo-epar-product-information_en.pdf
1716,Human,Topotecan Actavis,Uterine Cervical Neoplasms;  Small Cell Lung Carcinoma,topotecan,['TOPOTECAN'],EMEA/H/C/001031,no,Withdrawn,L01CE01,no,yes,no,no,no,no,24/07/2009,,Actavis Group PTC ehf,Antineoplastic agents,,15/01/2019,6,"Topotecan monotherapy is indicated for the treatment of patients with relapsed small cell lung cancer [SCLC] for whom re-treatment with the first-line regimen is not considered appropriate., , Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination., ",19/01/2014,07/03/2019,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-actavis,['UCFGDBYHRUNTLO-QHCPKHFHSA-N'],https://www.ema.europa.eu/en/documents/product-information/topotecan-actavis-epar-product-information_en.pdf
1728,Human,Ivabradine JensonR,Angina Pectoris;  Heart Failure,ivabradine,['IVABRADINE HYDROCHLORIDE'],EMEA/H/C/004217,no,Withdrawn,C01EB17,no,yes,no,no,no,no,11/11/2016,,JensonR+ Limited,Cardiac therapy,15/06/2016,11/11/2016,0,"Symptomatic treatment of chronic stable angina pectoris in coronary artery disease adults with normal sinus rhythm and heart rate ? 70 bpm. Ivabradine is indicated: - in adults unable to tolerate or with a contra-indication to the use of beta-blockers - or in combination with beta-blockers in patients inadequately controlled with an optimal beta-blocker dose. Treatment of chronic heart failure Ivabradine is indicated in chronic heart failure NYHA II to IV class with systolic dysfunction, in patients in sinus rhythm and whose heart rate is ? 75 bpm, in combination with standard therapy including beta-blocker therapy or when beta-blocker therapy is contraindicated or not tolerated., ",11/11/2016,20/12/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/ivabradine-jensonr,['HLUKNZUABFFNQS-ZMBIFBSDSA-N'],https://www.ema.europa.eu/en/documents/product-information/ivabradine-jensonr-epar-product-information_en.pdf
1730,Human,Zoledronic acid Teva Pharma,"Osteoporosis;  Osteitis Deformans;  Osteoporosis, Postmenopausal",zoledronic acid,['ZOLEDRONIC ACID'],EMEA/H/C/002437,no,Withdrawn,M05BA08,no,yes,no,no,no,no,15/08/2012,,Teva B.V.,Drugs for treatment of bone diseases,,18/01/2018,11,"Treatment of osteoporosis:, , , 	in post-menopausal women;, 	in men;, , , at increased risk of fracture including those with a recent low-trauma hip fracture., , Treatment of osteoporosis associated with long-term systemic glucocorticoid therapy:, , , 	in post-menopausal women;, 	in men;, , , at increased risk of fracture., , Treatment of Paget’s disease of the bone in adults., ",22/05/2017,12/12/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/zoledronic-acid-teva-pharma,['XRASPMIURGNCCH-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/zoledronic-acid-teva-pharma-epar-product-information_en.pdf
1732,Human,Trobalt,Epilepsy,retigabine,['RETIGABINE'],EMEA/H/C/001245,no,Withdrawn,N03AX21,no,no,no,no,no,no,27/03/2011,,Glaxo Group Limited ,"Antiepileptics, ",,19/07/2018,12,"Trobalt is indicated as adjunctive treatment of drug-resistant partial-onset seizures with or without secondary generalisation in patients aged 18 years or older with epilepsy, where other appropriate drug combinations have proved inadequate or have not been tolerated.",11/05/2016,19/11/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/trobalt,['PCOBBVZJEWWZFR-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/trobalt-epar-product-information_en.pdf
1734,Human,Ionsys,"Pain, Postoperative",fentanyl,['FENTANYL HYDROCHLORIDE'],EMEA/H/C/002715,no,Withdrawn,N02AB03,no,no,no,no,no,no,18/11/2015,,Incline Therapeutics Europe Ltd,Analgesics,23/09/2015,26/10/2018,2,Ionsys is indicated for the management of acute moderate to severe post-operative pain in adult patients.,19/11/2015,06/11/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/ionsys,['LHCBOXPPRUIAQT-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/ionsys-epar-product-information_en.pdf
1738,Human,Imatinib Teva B.V.,"Dermatofibrosarcoma;  Gastrointestinal Stromal Tumors;  Leukemia, Myelogenous, Chronic, BCR-ABL Positive",imatinib,['IMATINIB MESILATE'],EMEA/H/C/004748,no,Withdrawn,L01XE01,no,yes,no,no,no,no,15/11/2017,,Teva B.V.,Antineoplastic agents,,08/05/2018,0,"Imatinib Teva B.V. is indicated for the treatment of:, , , 	Paediatric patients with newly diagnosed Philadelphia chromosome (bcr-abl) positive (Ph+) chronic myeloid leukaemia (CML) for whom bone marrow transplantation is not considered as the first line of treatment., 	Paediatric patients with Ph+ CML in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or blast crisis., 	Adult patients with Ph+ CML in blast crisis., 	Adult and paediatric patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) integrated with chemotherapy., 	Adult patients with relapsed or refractory Ph+ ALL as monotherapy., 	 Adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with platelet-derived growth factor receptor (PDGFR) gene re-arrangements., 	Adult patients with advanced hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukaemia (CEL) with FIP1L1-PDGFR? rearrangement., , , The effect of imatinib on the outcome of bone marrow transplantation has not been determined., , Imatinib Teva B.V. is indicated for:, , , 	The treatment of adult patients with Kit (CD 117) positive unresectable and/or metastatic malignant gastrointestinal stromal tumours (GIST)., 	The adjuvant treatment of adult patients who are at significant risk of relapse following resection of Kit (CD117)-positive GIST. Patients who have a low or very low risk of recurrence should not receive adjuvant treatment., 	The treatment of adult patients with unresectable dermatofibrosarcoma protuberans (DFSP) and adult patients with recurrent and/or metastatic DFSP who are not eligible for surgery., , , In adult and paediatric patients, the effectiveness of imatinib is based on overall haematological and cytogenetic response rates and progression-free survival in CML, on haematological and cytogenetic response rates in Ph+ ALL, MDS/MPD, on haematological response rates in HES/CEL and on objective response rates in adult patients with unresectable and/or metastatic GIST and DFSP and on recurrence-free survival in adjuvant GIST. The experience with imatinib in patients with MDS/MPD associated with PDGFR gene re-arrangements is very limited. There are no controlled trials demonstrating a clinical benefit or increased survival for these diseases., ",15/11/2017,09/10/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/imatinib-teva-bv,['YLMAHDNUQAMNNX-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/imatinib-teva-bv-epar-product-information_en.pdf
1746,Human,Numient,Parkinson Disease,"levodopa, carbidopa","['LEVODOPA', 'CARBIDOPA']",EMEA/H/C/002611,no,Withdrawn,N04BA02,no,no,no,no,no,no,19/11/2015,,Amneal Pharma Europe Ltd,Anti-Parkinson drugs,24/09/2015,03/08/2018,3,Symptomatic treatment of adult patients with Parkinson’s disease,03/08/2018,09/08/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/numient,"['WTDRDQBEARUVNC-LURJTMIESA-N', nan]",https://www.ema.europa.eu/en/documents/product-information/numient-epar-product-information_en.pdf
1747,Human,Ariclaim,Diabetic Neuropathies,duloxetine,['DULOXETINE'],EMEA/H/C/000552,no,Withdrawn,N06AX21,no,no,no,no,no,no,11/08/2004,,Eli Lilly Nederland B.V.,"Psychoanaleptics, ",,09/12/2016,26,Treatment of diabetic peripheral neuropathic pain.Ariclaim is indicated in adults.,09/12/2016,07/08/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/ariclaim,['ZEUITGRIYCTCEM-KRWDZBQOSA-N'],https://www.ema.europa.eu/en/documents/product-information/ariclaim-epar-product-information_en.pdf
1748,Human,Clopidogrel HCS,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,['CLOPIDOGREL (AS HYDROCHLORIDE)'],EMEA/H/C/002255,no,Authorised,B01AC04,no,yes,no,no,no,no,28/10/2010,,HCS bvba ,Antithrombotic agents,,03/05/2018,8,"Secondary prevention of atherothrombotic eventsClopidogrel is indicated in:Adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.Adult patients suffering from acute coronary syndrome:Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA).ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.Prevention of atherothrombotic and thromboembolic events in atrial fibrillationIn adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with Vitamin K antagonists (VKA) and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke. For further information please refer to section 5.1.",03/05/2018,01/08/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-hcs,['not found'],https://www.ema.europa.eu/en/documents/product-information/clopidogrel-hcs-epar-product-information_en.pdf
1749,Human,Victrelis,"Hepatitis C, Chronic",boceprevir,['BOCEPREVIR'],EMEA/H/C/002332,no,Withdrawn,J05AE,no,no,no,no,no,no,18/07/2011,,Merck Sharp  Dohme Ltd,Antivirals for systemic use,,29/06/2017,22,"Victrelis is indicated for the treatment of chronic hepatitis-C (CHC) genotype-1 infection, in combination with peginterferon alfa and ribavirin, in adult patients with compensated liver disease who are previously untreated or who have failed previous therapy.",29/06/2017,31/07/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/victrelis,['LHHCSNFAOIFYRV-DOVBMPENSA-N'],https://www.ema.europa.eu/en/documents/product-information/victrelis-epar-product-information_en.pdf
1754,Human,Topotecan Teva,Ovarian Neoplasms;  Uterine Cervical Neoplasms;  Small Cell Lung Carcinoma,topotecan,['TOPOTECAN'],EMEA/H/C/001071,no,Withdrawn,L01CE01,no,yes,no,no,no,no,21/09/2009,,Teva B.V.,Antineoplastic agents,,22/06/2018,8,"Topotecan monotherapy is indicated for the treatment of:, , , 	patients with metastatic carcinoma of the ovary after failure of first line or subsequent therapy;, 	patients with relapsed small cell lung cancer [SCLC] for whom re-treatment with the first-line regimen is not considered appropriate., , , Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination., ",22/06/2018,13/07/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-teva,['UCFGDBYHRUNTLO-QHCPKHFHSA-N'],https://www.ema.europa.eu/en/documents/product-information/topotecan-teva-epar-product-information_en.pdf
1757,Human,Olysio,"Hepatitis C, Chronic",simeprevir,['SIMEPREVIR'],EMEA/H/C/002777,no,Withdrawn,J05AE14,yes,no,no,no,no,no,14/05/2014,,Janssen-Cilag International NV,Antivirals for systemic use,20/03/2014,08/02/2018,13,Olysio is indicated in combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adult patients.For hepatitis C virus (HCV) genotype specific activity.,08/02/2018,23/05/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/olysio,['JTZZSQYMACOLNN-VDWJNHBNSA-N'],https://www.ema.europa.eu/en/documents/product-information/olysio-epar-product-information_en.pdf
1761,Human,Prandin,"Diabetes Mellitus, Type 2",repaglinide,['REPAGLINIDE'],EMEA/H/C/000362,no,Authorised,A10BX02,no,no,no,no,no,no,29/01/2001,,Novo Nordisk A/S,Drugs used in diabetes,,06/09/2017,16,"Repaglinide is indicated in patients with type-2 diabetes (non-insulin-dependent diabetes mellitus (NIDDM)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. Repaglinide is also indicated in combination with metformin in type-2 diabetes patients who are not satisfactorily controlled on metformin alone.Treatment should be initiated as an adjunct to diet and exercise to lower the blood glucose in relation to meals.",06/09/2017,14/05/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/prandin,['FAEKWTJYAYMJKF-QHCPKHFHSA-N'],https://www.ema.europa.eu/en/documents/product-information/prandin-epar-product-information_en.pdf
1765,Human,Litak,"Leukemia, Hairy Cell",cladribine,['CLADRIBINE'],EMEA/H/C/000504,no,Authorised,L01BB04,no,no,no,no,no,no,14/04/2004,,Lipomed GmbH,Antineoplastic agents,,07/03/2018,7,Litak is indicated for the treatment of hairy-cell leukaemia.,07/03/2018,04/04/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/litak,['PTOAARAWEBMLNO-KVQBGUIXSA-N'],https://www.ema.europa.eu/en/documents/product-information/litak-epar-product-information_en.pdf
1774,Human,Libertek,"Pulmonary Disease, Chronic Obstructive",roflumilast,['ROFLUMILAST'],EMEA/H/C/002399,no,Withdrawn,R03DX08,no,no,no,no,no,no,28/02/2011,,AstraZeneca AB,"Drugs for obstructive airway diseases, ",,11/01/2018,11,Libertek is indicated for maintenance treatment of severe chronic obstructive pulmonary disease (COPD) (FEV1 post-bronchodilator less than 50% predicted) associated with chronic bronchitis in adult patients with a history of frequent exacerbations as add-on to bronchodilator treatment.,11/01/2018,08/02/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/libertek,['MNDBXUUTURYVHR-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/libertek-epar-product-information_en.pdf
1775,Human,Daliresp,"Pulmonary Disease, Chronic Obstructive",roflumilast,['ROFLUMILAST'],EMEA/H/C/002398,no,Withdrawn,R03DX07,no,no,no,no,no,no,28/02/2011,,AstraZeneca AB,"Drugs for obstructive airway diseases, ",,03/11/2016,9,Daliresp is indicated for maintenance treatment of severe chronic obstructive pulmonary disease (COPD) (FEV1 post-bronchodilator less than 50% predicted) associated with chronic bronchitis in adult patients with a history of frequent exacerbations as add-on to bronchodilator treatment.,03/11/2016,06/02/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/daliresp,['MNDBXUUTURYVHR-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/daliresp-epar-product-information_en.pdf
1778,Human,Clopidogrel Acino,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,['CLOPIDOGREL'],EMEA/H/C/001166,no,Withdrawn,B01AC04,no,yes,no,no,no,no,28/07/2009,,Acino AG,Antithrombotic agents,,28/01/2016,6,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:, , , 	, 		, 			Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease, 			Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA), 			ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy, 			Patients suffering from acute coronary syndrome., 		, 	, , ",28/01/2016,04/01/2018,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-acino,['GKTWGGQPFAXNFI-HNNXBMFYSA-N'],https://www.ema.europa.eu/en/documents/product-information/clopidogrel-acino-epar-product-information_en.pdf
1779,Human,Optimark,Magnetic Resonance Imaging,gadoversetamide,['GADOVERSETAMIDE'],EMEA/H/C/000745,no,Withdrawn,V08CA06,no,no,no,no,no,no,23/07/2007,,Mallinckrodt Deutschland GmbH,Contrast media,,11/04/2017,14,This medicinal product is for diagnostic use only.Optimark is indicated for use with magnetic resonance imaging (MRI) of the central nervous system (CNS) and liver. It provides contrast enhancement and facilitates visualisation and helps with the characterisation of focal lesions and abnormal structures in the CNS and liver in patients with known or highly suspected pathology.,11/04/2017,11/12/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/optimark,['HBEAOBRDTOXWRZ-UHFFFAOYSA-K'],https://www.ema.europa.eu/en/documents/product-information/optimark-epar-product-information_en.pdf
1785,Human,Clopidogrel Teva Pharma (previously Clopidogrel HCS),Myocardial Infarction;  Peripheral Vascular Diseases;  Stroke,clopidogrel,['CLOPIDOGREL (AS HYDROCHLORIDE)'],EMEA/H/C/001133,no,Withdrawn,B01AC04,no,yes,no,no,no,no,21/09/2009,,Teva B.V. ,Antithrombotic agents,,22/01/2016,9,"Clopidogrel is indicated in:Adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.Adult patients suffering from acute coronary syndrome:Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA).ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.Prevention of atherothrombotic and thromboembolic events in atrial fibrillation In adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with Vitamin K antagonists (VKA) and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.",22/01/2016,24/10/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-teva-pharma-previously-clopidogrel-hcs,['not found'],https://www.ema.europa.eu/en/documents/product-information/clopidogrel-teva-pharma-epar-product-information_en.pdf
1786,Human,NovoNorm,"Diabetes Mellitus, Type 2",repaglinide,['REPAGLINIDE'],EMEA/H/C/000187,no,Authorised,A10BX02,no,no,no,no,no,no,16/08/1998,,Novo Nordisk A/S,Drugs used in diabetes,,05/09/2017,16,"Repaglinide is indicated in patients with type-2 diabetes (non-insulin-dependent diabetes mellitus (NIDDM)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. Repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.Treatment should be initiated as an adjunct to diet and exercise to lower the blood glucose in relation to meals.",06/09/2017,28/09/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/novonorm,['FAEKWTJYAYMJKF-QHCPKHFHSA-N'],https://www.ema.europa.eu/en/documents/product-information/novonorm-epar-product-information_en.pdf
1787,Human,Zontivity,Myocardial Infarction,vorapaxar,['VORAPAXAR SULFATE'],EMEA/H/C/002814,no,Withdrawn,B01,yes,no,no,no,no,no,19/01/2015,,Merck Sharp  Dohme Limited,Antithrombotic agents,,29/07/2016,2,"Zontivityis indicated for the reduction of atherothrombotic events in adult patients with- a history of myocardial infarction (MI), ,co-administered with acetylsalicylic acid (ASA) and, where appropriate, clopidogrel; or- symptomatic peripheral arterial disease(PAD), co-administered with acetylsalicylic acid (ASA) or, where appropriate, clopidogrel.",29/07/2016,20/09/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/zontivity,['NQRYCIGCIAWEIC-CKLVGUEFSA-N'],https://www.ema.europa.eu/en/documents/product-information/zontivity-epar-product-information_en.pdf
1792,Human,Sabervel,Hypertension,irbesartan,['IRBESARTAN'],EMEA/H/C/002510,no,Withdrawn,C09CA04,no,yes,no,no,no,no,13/04/2012,,Pharmathen S.A.,Agents acting on the renin-angiotensin system,,04/09/2014,2,Sabervel is indicated in adults for the treatment of essential hypertension.It is also indicated for the treatment of renal disease in adult patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive medicinal product regimen.,04/09/2014,29/06/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/sabervel,['YOSHYTLCDANDAN-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/sabervel-epar-product-information_en.pdf
1795,Human,Vitekta,HIV Infections,elvitegravir,['ELVITEGRAVIR'],EMEA/H/C/002577,no,Withdrawn,J05AX11,yes,no,no,no,no,no,13/11/2013,,Gilead Sciences International Ltd,Antivirals for systemic use,19/09/2013,03/11/2016,4,"Vitekta co-administered with a ritonavir-boosted protease inhibitor and with other antiretroviral agents, is indicated for the treatment of human-immunodeficiency-virus-1 (HIV-1) infection in adults who are infected with HIV-1 without known mutations associated with resistance to elvitegravir.",03/11/2016,29/05/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/vitekta,['JUZYLCPPVHEVSV-LJQANCHMSA-N'],https://www.ema.europa.eu/en/documents/product-information/vitekta-epar-product-information_en.pdf
1796,Human,Imprida,Hypertension,"amlodipine, valsartan","['VALSARTAN', 'AMLODIPINE (AS AMLODIPINE BESILATE)']",EMEA/H/C/000775,no,Withdrawn,C09DB01,no,no,no,no,no,no,17/01/2007,,Novartis Europharm Ltd,Agents acting on the renin-angiotensin system,,03/04/2017,20,Treatment of essential hypertension.Imprida is indicated in patients whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy.,03/04/2017,11/05/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/imprida,"['ACWBQPMHZXGDFX-QFIPXVFZSA-N', 'not found']",https://www.ema.europa.eu/en/documents/product-information/imprida-epar-product-information_en.pdf
1797,Human,Clopidogrel/Acetylsalicylic acid Teva,Acute Coronary Syndrome;  Myocardial Infarction,"clopidogrel, acetylsalicylic acid","['CLOPIDOGREL', 'ACETYLSALICYLIC ACID']",EMEA/H/C/002272,no,Withdrawn,B01AC30,no,no,no,no,no,no,01/09/2014,,Teva Pharma B.V.,combinations,26/06/2014,03/06/2016,1,Clopidogrel/Acetylsalicylic acid Teva is indicated for the prevention of atherothrombotic events in adult patients already taking both clopidogrel and acetylsalicylic acid (ASA). Clopidogrel/Acetylsalicylic acid Teva is a fixed?dose combination medicinal product for continuation of therapy in:Non?ST segment elevation acute coronary syndrome (unstable angina or non?Q?wave myocardial infarction) including patients undergoing a stent placement following percutaneous coronary interventionST segment elevation acute myocardial infarction in medically treated patients eligible for thrombolytic therapy,03/06/2016,28/04/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrelacetylsalicylic-acid-teva,"['GKTWGGQPFAXNFI-HNNXBMFYSA-N', 'BSYNRYMUTXBXSQ-UHFFFAOYSA-N']",https://www.ema.europa.eu/en/documents/product-information/clopidogrel-acetylsalicylic-acid-teva-epar-product-information_en.pdf
1799,Human,Dutrebis,HIV Infections,"lamivudine, raltegravir potassium","['LAMIVUDINE', 'RALTEGRAVIR POTASSIUM']",EMEA/H/C/003823,no,Withdrawn,J05AR16,no,no,no,no,no,no,26/03/2015,,Merck Sharp  Dohme Limited,"Antivirals for systemic use, Antivirals for treatment of HIV infections, combinations",,26/03/2015,0,"Dutrebis is indicated in combination with other anti?retroviral medicinal products for the treatment of human immunodeficiency virus (HIV?1) infection in adults, adolescents, and children from the age of 6 years and weighing at least 30 kg without present or past evidence of viral resistance to antiviral agents of the InSTI (Integrase Strand Transfer Inhibitor) and NRTI (Nucleoside Reverse Transcriptase Inhibitor) classes (see sections 4.2, 4.4 and 5.1).",26/03/2015,27/04/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/dutrebis,"['JTEGQNOMFQHVDC-NKWVEPMBSA-N', 'IFUKBHBISRAZTF-UHFFFAOYSA-M']",https://www.ema.europa.eu/en/documents/product-information/dutrebis-epar-product-information_en.pdf
1801,Human,Rasilamlo,Hypertension,"aliskiren hemifumarate, amlodipine besilate","['ALISKIREN', 'AMLODIPINE']",EMEA/H/C/002073,no,Withdrawn,C09XA53,no,no,no,no,no,no,14/04/2011,,Novartis Europharm Ltd,Agents acting on the renin-angiotensin system,,25/06/2015,7,Rasilamlo is indicated for the treatment of essential hypertension in adult patients whose blood pressure is not adequately controlled with aliskiren or amlodipine used alone.,25/06/2015,28/03/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/rasilamlo,"['UXOWGYHJODZGMF-QORCZRPOSA-N', 'HTIQEAQVCYTUBX-UHFFFAOYSA-N']",https://www.ema.europa.eu/en/documents/product-information/rasilamlo-epar-product-information_en.pdf
1802,Human,Budesonide/Formoterol Teva,"Pulmonary Disease, Chronic Obstructive;  Asthma","budesonide, formoterol","['BUDESONIDE', 'FORMOTEROL FUMARATE DIHYDRATE']",EMEA/H/C/003951,no,Withdrawn,R03AK07,no,no,no,no,no,no,19/11/2014,,Teva Pharma B.V.,"Drugs for obstructive airway diseases, ",,16/12/2016,2,"Budesonide/Formoterol Teva is indicated in adults 18 years of age and older only.AsthmaBudesonide/Formoterol Teva is indicated in the regular treatment of asthma, where use of a combination (inhaled corticosteroid and long-acting ?2 adrenoceptor agonist) is appropriate:in patients not adequately controlled with inhaled corticosteroids and “as needed” inhaled short-acting ?2 adrenoceptor agonists.orin patients already adequately controlled on both inhaled corticosteroids and long-acting ?2 adrenoceptor agonists.COPDSymptomatic treatment of patients with severe COPD (FEV1 < 50% predicted normal) and a history of repeated exacerbations, who have significant symptoms despite regular therapy with long-acting bronchodilators.",16/12/2016,31/01/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/budesonideformoterol-teva,"[nan, 'RATSWNOMCHFQGJ-AYJOUMQSSA-N']",https://www.ema.europa.eu/en/documents/product-information/budesonideformoterol-teva-epar-product-information_en.pdf
