d,Cleaned Excipients,Indices,Excipients_Controlled
1185,"['POWDER', 'NONE', 'SOLVENT', 'SODIUM CHLORIDE', 'WATER FOR INJECTIONS']","[412, 447, 916, 1845, 848]","[nan, nan, nan, 'SODIUM CHLORIDE', 'WATER']"
10,"['LACTOSE MONOHYDRATE (MAY CONTAIN MILK PROTEINS)', 'MAGNESIUM STEARATE']","[1007, 834]","['LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']"
226,"['MANNITOL', 'SODIUM CITRATE', 'SODIUM CHLORIDE', 'WATER FOR INJECTIONS']","[606, 513, 1845, 848]","['MANNITOL', 'SODIUM CITRATE', 'SODIUM CHLORIDE', 'WATER']"
1052,"['COPOVIDONE', 'SORBITAN LAURATE', 'SILICA', 'COLLOIDAL ANHYDROUS', '35']","[631, 2292, 987, 1828, 383]","['COPOVIDONE', 'SORBITAN MONOLAURATE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', nan]"
1230,"['LACTOSE MONOHYDRATE', 'MAIZE STARCH', 'POVIDONE', 'MAGNESIUM STEARATE']","[2442, 315, 598, 834]","['LACTOSE MONOHYDRATE', 'MAIZE STARCH', 'POVIDONE', 'MAGNESIUM STEARATE']"
1289,"['MANNITOL', 'TARTARIC ACID', 'SODIUM HYDROXIDE', 'WATER FOR INJECTIONS']","[606, 948, 1643, 848]","['MANNITOL', 'TARTARIC ACID', 'SODIUM HYDROXIDE', 'WATER']"
1604,"['LACTOSE MONOHYDRATE (MAY CONTAIN MILK PROTEINS)', 'MAGNESIUM STEARATE']","[1007, 834]","['LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']"
352,"['POWDER', 'L-LYSINE', 'SOLVENT', 'SODIUM CHLORIDE', 'WATER FOR INJECTIONS']","[412, 362, 916, 1845, 848]","[nan, 'L-LYSINE', nan, 'SODIUM CHLORIDE', 'WATER']"
1021,"['SODIUM BICARBONATE (E500)', 'SODIUM HYDROXIDE (E524) TO ADJUST PH TO 7.5']","[1137, 2155]","['SODIUM BICARBONATE (E500)', 'SODIUM HYDROXIDE']"
697,"['FOSVESET', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID', 'WATER FOR INJECTIONS']","[1958, 1643, 2437, 848]","['FOSVESET', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID', 'WATER']"
749,"['L-HISTIDINE', 'L-HISTIDINE MONOHYDROCHLORIDE', 'POLYSORBATE 20', 'SUCROSE']","[821, 2170, 2690, 105]","['HISTIDINE', 'L-HISTIDINE MONOHYDROCHLORIDE', 'POLYSORBATE', 'SUCROSE']"
1582,"['12', 'CITRIC ACID MONOHYDRATE', 'SODIUM HYDROXIDE', 'WATER FOR INJECTIONS']","[1426, 691, 1643, 848]","[nan, 'CITRIC ACID', 'SODIUM HYDROXIDE', 'WATER']"
932,"['LACTOSE MONOHYDRATE', 'HYPROMELLOSE (E464)', 'CROSCARMELLOSE SODIUM (E468)']","[2442, 795, 792]","['LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'CROSCARMELLOSE SODIUM']"
296,"['SUCROSE', 'MANNITOL', 'SUCCINIC ACID', 'SODIUM HYDROXIDE (TO ADJUST THE PH)']","[105, 606, 2479, 181]","['SUCROSE', 'MANNITOL', 'SUCCINIC ACID', 'SODIUM HYDROXIDE']"
415,"['POLYSORBATE 80', 'ETHANOL ANHYDROUS', 'ANHYDROUS CITRIC ACID (PH ADJUSTMENT)']","[706, 1157, 360]","['POLYSORBATE', 'ETHANOL', 'CITRIC ACID']"
416,"['POLYSORBATE 80', 'ETHANOL ANHYDROUS', 'ANHYDROUS CITRIC ACID (PH ADJUSTMENT)']","[706, 1157, 360]","['POLYSORBATE', 'ETHANOL', 'CITRIC ACID']"
417,"['POLYSORBATE 80', 'ETHANOL ANHYDROUS', 'ANHYDROUS CITRIC ACID (PH ADJUSTMENT)']","[706, 1157, 360]","['POLYSORBATE', 'ETHANOL', 'CITRIC ACID']"
418,"['POLYSORBATE 80', 'ETHANOL ANHYDROUS', 'ANHYDROUS CITRIC ACID (PH ADJUSTMENT)']","[706, 1157, 360]","['POLYSORBATE', 'ETHANOL', 'CITRIC ACID']"
419,"['POLYSORBATE 80', 'ETHANOL ANHYDROUS', 'ANHYDROUS CITRIC ACID (PH ADJUSTMENT)']","[706, 1157, 360]","['POLYSORBATE', 'ETHANOL', 'CITRIC ACID']"
1061,"['CARMELLOSE CALCIUM', 'HYPROLOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']","[250, 1661, 2442, 834]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']"
1513,"['MICROCRYSTALLINE CELLULOSE', 'ANHYDROUS COLLOIDAL SILICA', 'CALCIUM STEARATE']","[154, 2559, 1983]","['MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'CALCIUM STEARATE']"
1514,"['MICROCRYSTALLINE CELLULOSE', 'ANHYDROUS COLLOIDAL SILICA', 'CALCIUM STEARATE']","[154, 2559, 1983]","['MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'CALCIUM STEARATE']"
1592,"['SODIUM HYDROXIDE (FOR PH ADJUSTMENT)', 'CITRIC ACID (SOLUBILISER/STABILISER)']","[2519, 2270]","['SODIUM HYDROXIDE', 'CITRIC ACID']"
694,"['HYDROCHLORIC ACID (FOR PH-ADJUSTMENT)', 'SODIUM HYDROXIDE (FOR PH-ADJUSTMENT)']","[527, 266]","['HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
695,"['HYDROCHLORIC ACID (FOR PH-ADJUSTMENT)', 'SODIUM HYDROXIDE (FOR PH-ADJUSTMENT)']","[527, 266]","['HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
200,"['MANNITOL', 'CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'MAGNESIUM STEARATE']","[606, 250, 1474, 834]","['MANNITOL', 'CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'MAGNESIUM STEARATE']"
374,"['SODIUM CHLORIDE', 'ACETIC ACID (99%)', 'SODIUM ACETATE', 'WATER FOR INJECTIONS']","[1845, 1803, 2234, 848]","['SODIUM CHLORIDE', 'ACETIC ACID', 'SODIUM ACETATE', 'WATER']"
376,"['SODIUM CHLORIDE', 'ACETIC ACID (99%)', 'SODIUM ACETATE', 'WATER FOR INJECTIONS']","[1845, 1803, 2234, 848]","['SODIUM CHLORIDE', 'ACETIC ACID', 'SODIUM ACETATE', 'WATER']"
755,"['MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'COLLOIDAL ANHYDROUS SILICA']","[154, 834, 2515]","['MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS']"
928,"['LACTOSE MONOHYDRATE', 'POVIDONE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE']","[2442, 598, 399, 834]","['LACTOSE MONOHYDRATE', 'POVIDONE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE']"
1209,"['MANNITOL', 'CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'MAGNESIUM STEARATE']","[606, 250, 1474, 834]","['MANNITOL', 'CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'MAGNESIUM STEARATE']"
909,"['SODIUM HYDROGEN CARBONATE (E500)', 'SODIUM HYDROXIDE (E524) TO ADJUST PH TO 7.5']","[1500, 2155]","['SODIUM HYDROGEN CARBONATE', 'SODIUM HYDROXIDE']"
1243,"['SODIUM CHLORIDE', 'SODIUM HYDROXIDE (FOR PH ADJUSTMENT)', 'WATER FOR INJECTIONS']","[1845, 2519, 848]","['SODIUM CHLORIDE', 'SODIUM HYDROXIDE', 'WATER']"
1364,"['NORFLURANE', '1', '2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE', 'CALCIUM CHLORIDE']","[645, 1124, 634, 371]","['NORFLURANE', nan, '2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE', 'CALCIUM CHLORIDE']"
1438,"['SODIUM CITRATE', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID', 'WATER FOR INJECTIONS']","[513, 1643, 2437, 848]","['SODIUM CITRATE', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID', 'WATER']"
1527,"['NORFLURANE', '1', '2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE', 'CALCIUM CHLORIDE']","[645, 1124, 634, 371]","['NORFLURANE', nan, '1,2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE', 'CALCIUM CHLORIDE']"
1528,"['NORFLURANE', '1', '2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE', 'CALCIUM CHLORIDE']","[645, 1124, 634, 371]","['NORFLURANE', nan, '1,2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE', 'CALCIUM CHLORIDE']"
1545,['HUMAN ALBUMIN SOLUTION (CONTAINING SODIUM CAPRYLATE AND N-ACETYL-L-TRYPTOPHAN).'],[1105],['HUMAN ALBUMIN']
8,"['SODIUM ACETATE', 'GLACIAL ACETIC ACID', 'SODIUM CHLORIDE', 'WATER FOR INJECTIONS']","[2234, 884, 1845, 848]","['SODIUM ACETATE', 'ACETIC ACID', 'SODIUM CHLORIDE', 'WATER']"
741,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
742,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
743,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
744,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
745,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
824,"['WATER FOR INJECTIONS', 'SODIUM CHLORIDE', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)']","[848, 1845, 470]","['WATER', 'SODIUM CHLORIDE', 'HYDROCHLORIC ACID']"
851,"['WATER FOR INJECTIONS', 'SODIUM CHLORIDE', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)']","[848, 1845, 470]","['WATER', 'SODIUM CHLORIDE', 'HYDROCHLORIC ACID']"
860,"['SODIUM CHLORIDE', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)', 'WATER FOR INJECTIONS']","[1845, 470, 848]","['SODIUM CHLORIDE', 'HYDROCHLORIC ACID', 'WATER']"
951,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
952,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
953,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
954,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
955,"['SODIUM CHLORIDE', 'WATER FOR INJECTIONS', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']","[1845, 848, 2437, 1643]","['SODIUM CHLORIDE', 'WATER', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
1098,"['LACTOSE MONOHYDRATE', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE (FOR PH ADJUSTMENT)']","[2442, 2437, 2519]","['LACTOSE MONOHYDRATE', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
1162,"['MONOTHIOGLYCEROL', 'SODIUM HYDROXIDE (FOR PH ADJUSTMENT)', 'WATER FOR INJECTIONS']","[1384, 2519, 848]","['MONOTHIOGLYCEROL', 'SODIUM HYDROXIDE', 'WATER']"
1204,"['ETHANOL (96 PER CENT)', 'BENZYL ALCOHOL', 'BENZYL BENZOATE', 'CASTOR OIL REFINED']","[229, 2677, 2336, 1749]","['ETHANOL', 'BENZYL ALCOHOL', 'BENZYL BENZOATE', 'CASTOR OIL']"
1627,"['HYDROCHLORIC ACID AND/OR SODIUM HYDROXIDE (TO ADJUST PH)', 'WATER FOR INJECTIONS']","[2670, 848]","['HYDROCHLORIC ACID', 'SODIUM HYDROXIDE', 'WATER']"
2,"['SODIUM HYDROXIDE', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)', 'WATER FOR INJECTIONS']","[1643, 470, 848]","['SODIUM HYDROXIDE', 'HYDROCHLORIC ACID', 'WATER']"
1543,"['SODIUM HYDROXIDE', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)', 'WATER FOR INJECTIONS']","[1643, 470, 848]","['SODIUM HYDROXIDE', 'HYDROCHLORIC ACID', 'WATER']"
1566,"['SODIUM HYDROXIDE', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)', 'WATER FOR INJECTIONS']","[1643, 470, 848]","['SODIUM HYDROXIDE', 'HYDROCHLORIC ACID', 'WATER']"
421,"['BENZYL BENZOATE', 'BENZYL ALCOHOL', 'ETHANOL', 'ANHYDROUS', 'CASTOR OIL', 'REFINED']","[2336, 2677, 1419, 1962, 2560, 2310]","['BENZYL BENZOATE', 'BENZYL ALCOHOL', 'ETHANOL', nan, 'CASTOR OIL', nan]"
819,"['CAPSULE CONTENT', 'LACTOSE MONOHYDRATE', 'CAPSULE SHELL', 'GELATIN', 'PRINTING INK']","[2422, 2442, 574, 2474, 2153]","[nan, 'LACTOSE MONOHYDRATE', nan, 'GELATIN', 'PRINTING INK']"
820,"['CAPSULE CONTENT', 'LACTOSE MONOHYDRATE', 'CAPSULE SHELL', 'GELATIN', 'PRINTING INK']","[2422, 2442, 574, 2474, 2153]","[nan, 'LACTOSE MONOHYDRATE', nan, 'GELATIN', 'PRINTING INK']"
1515,"['CARMELLOSE CALCIUM', 'HYPROLOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', '13']","[250, 1661, 2442, 834, 1658]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', nan]"
371,"['ETHANOL', 'ANHYDROUS', 'SODIUM ASCORBATE', 'SODIUM CHLORIDE', 'WATER FOR INJECTIONS']","[1419, 1962, 1903, 1845, 848]","['ETHANOL', nan, 'SODIUM ASCORBATE', 'SODIUM CHLORIDE', 'WATER']"
1148,"['TROMETAMOL (FOR PH ADJUSTMENT)', 'CITRIC ACID', 'METHIONINE', 'WATER FOR INJECTIONS']","[15, 2498, 325, 848]","['TROMETHANIME', 'CITRIC ACID', 'METHIONINE', 'WATER']"
1256,"['LACTOSE (AS MONOHYDRATE)', 'HYPROMELLOSE', 'IRON OXIDE YELLOW', 'MAGNESIUM STEARATE']","[782, 1308, 1092, 834]","['LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'IRON OXIDE', 'MAGNESIUM STEARATE']"
1315,"['HYPROMELLOSE', 'MAIZE STARCH', 'SILICA', 'COLLOIDAL ANHYDROUS', 'MAGNESIUM STEARATE']","[1308, 315, 987, 1828, 834]","['HYPROMELLOSE', 'MAIZE STARCH', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE']"
24,"['MANNITOL (E421)', 'POLYSORBATE 20 (E432)', 'MACROGOL (E1521)', 'WATER FOR INJECTIONS']","[482, 473, 2730, 848]","['MANNITOL', 'POLYSORBATE', 'POLYETHYLENE GLYCOL', 'WATER']"
325,"['POWDER VIAL:', 'MANNITOL', 'SODIUM CITRATE', 'SOLVENT AMPOULE:  WATER FOR INJECTIONS']","[2737, 606, 513, 424]","[nan, 'MANNITOL', 'SODIUM CITRATE', 'WATER']"
1096,"['PURIFIED WATER', 'MALIC ACID FOR PH ADJUSTMENT', 'SODIUM HYDROXIDE FOR PH ADJUSTMENT']","[1045, 1410, 1674]","['WATER', 'MALIC ACID', 'SODIUM HYDROXIDE']"
630,"['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSELACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']","[250, 2009, 834]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'MAGNESIUM STEARATE']"
631,"['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSELACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']","[250, 2009, 834]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'MAGNESIUM STEARATE']"
1374,['TARTARIC ACID (E334) MANNITOL (E421) HYDROCHLORIC ACID (E507) SODIUM HYDROXIDE  \X0C13'],[None],"['TARTARIC ACID', 'MANNITOL', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
113,"['LACTOSE MONOHYDRATE', 'TARTARIC ACID', 'E334', 'HYDROCHLORIC ACID.', 'SODIUM HYDROXIDE.']","[2442, 948, 894, 1369, 130]","['LACTOSE MONOHYDRATE', 'TARTARIC ACID', 'TARTARIC ACID', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
456,"['MANNITOL (E421)', 'POTASSIUM CITRATE (E332)', 'SUCRALOSE (E955)', 'ASCORBIC ACID (E300)']","[482, 408, 2210, 1935]","['MANNITOL', 'POTASSIUM CITRATE', 'SUCRALOSE', 'ASCORBIC ACID']"
487,"['MANNITOL (E421)', 'TARTARIC ACID (E334)', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID (E507)']","[482, 2618, 1643, 1188]","['MANNITOL', 'TARTARIC ACID', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID']"
488,"['MANNITOL (E421)', 'TARTARIC ACID (E334)', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID (E507)']","[482, 2618, 1643, 1188]","['MANNITOL', 'TARTARIC ACID', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID']"
1244,"['SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE', 'DISODIUM PHOSPHATE DIHYDRATE', 'PURIFIED WATER']","[449, 984, 1045]","['SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE', 'DISODIUM PHOSPHATE DIHYDRATE', 'WATER']"
1246,"['SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE', 'DISODIUM PHOSPHATE DIHYDRATE', 'PURIFIED WATER']","[449, 984, 1045]","['SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE', 'DISODIUM PHOSPHATE DIHYDRATE', 'WATER']"
1359,"['MANNITOL (E421)', 'TARTARIC ACID (E334)', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID (E507)']","[482, 2618, 1643, 1188]","['MANNITOL', 'TARTARIC ACID', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID']"
764,"['SUCROSE', 'MANNITOL (E421)', 'GLACIAL ACETIC ACID', 'SODIUM HYDROXIDE (TO ADJUST THE PH)']","[105, 482, 884, 181]","['SUCROSE', 'MANNITOL', 'ACETIC ACID', 'SODIUM HYDROXIDE']"
1377,"['WATER FOR INJECTIONS', 'SODIUM CITRATE', 'SODIUM CHLORIDE', 'HYDROCHLORIC ACID', 'DILUTE']","[848, 513, 1845, 2437, 127]","['WATER', 'SODIUM CITRATE', 'SODIUM CHLORIDE', 'HYDROCHLORIC ACID', nan]"
1551,"['HYDROXYPROPYLBETADEX (2-HYDROXYPROPYL-SS-CYCLODEXTRIN)', 'SORBITOL', 'MAGNESIUM STEARATE']","[1173, 2049, 834]","['HYDROXYPROPYLBETADEX', 'SORBITOL', 'MAGNESIUM STEARATE']"
356,"['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']","[250, 1474, 2442, 834]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']"
404,"['POVIDONE (K25)', 'MEGLUMINE', 'SODIUM HYDROXIDE', 'SORBITOL (E420)', 'MAGNESIUM STEARATE.']","[1212, 1022, 1643, 1431, 378]","['POVIDONE', 'MEGLUMINE', 'SODIUM HYDROXIDE', 'SORBITOL', 'MAGNESIUM STEARATE']"
407,"['POVIDONE (K25)', 'MEGLUMINE', 'SODIUM HYDROXIDE', 'SORBITOL (E420)', 'MAGNESIUM STEARATE.']","[1212, 1022, 1643, 1431, 378]","['POVIDONE', 'MEGLUMINE', 'SODIUM HYDROXIDE', 'SORBITOL', 'MAGNESIUM STEARATE']"
626,"['CONCENTRATE', 'POLYSORBATE 80', 'ETHANOL', 'ANHYDROUS', 'SOLVENT', 'WATER FOR INJECTIONS.']","[1885, 706, 1419, 1962, 916, 2136]","[nan, 'POLYSORBATE', 'ETHANOL', nan, nan, 'WATER']"
627,"['CONCENTRATE', 'POLYSORBATE 80', 'ETHANOL', 'ANHYDROUS', 'SOLVENT', 'WATER FOR INJECTIONS.']","[1885, 706, 1419, 1962, 916, 2136]","[nan, 'POLYSORBATE', 'ETHANOL', nan, nan, 'WATER']"
629,"['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']","[250, 1474, 2442, 834]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']"
752,"['MANNITOL', 'SODIUM HYDROXIDE (FOR PH ADJUSTMENT)', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)']","[606, 2519, 470]","['MANNITOL', 'SODIUM HYDROXIDE', 'HYDROCHLORIC ACID']"
887,"['LACTOSE MONOHYDRATE', '17', 'MEDICINAL PRODUCT NO LONGER AUTHORISED', 'MAGNESIUM STEARATE']","[2442, 2039, 395, 834]","['LACTOSE MONOHYDRATE', nan, nan, 'MAGNESIUM STEARATE']"
1003,"['POVIDONE (K25)', 'MEGLUMINE', 'SODIUM HYDROXIDE', 'SORBITOL (E420)', 'MAGNESIUM STEARATE.']","[1212, 1022, 1643, 1431, 378]","['POVIDONE', 'MEGLUMINE', 'SODIUM HYDROXIDE', 'SORBITOL', 'MAGNESIUM STEARATE']"
1036,"['TREHALOSE DIHYDRATE', 'DIMETHYL SULFOXIDE (DMSO)', 'SULFURIC ACID', 'WATER FOR INJECTIONS']","[774, 2478, 2183, 848]","['TREHALOSE DIHYDRATE', 'DIMETHYL SULFOXIDE (DMSO)', 'SULFURIC ACID', 'WATER']"
1058,"['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']","[250, 1474, 2442, 834]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']"
1062,"['MANNITOL', 'HYDROCHLORIC ACID (FOR PH ADJUSTMENT)', 'SODIUM HYDROXIDE (FOR PH ADJUSTMENT)']","[606, 470, 2519]","['MANNITOL', 'HYDROCHLORIC ACID', 'SODIUM HYDROXIDE']"
1316,"['HYPROMELLOSE', '38', 'MAIZE STARCH', 'SILICA', 'COLLOIDAL ANHYDROUS', 'MAGNESIUM STEARATE']","[1308, 1678, 315, 987, 1828, 834]","['HYPROMELLOSE', nan, 'MAIZE STARCH', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE']"
104,"['CARMELLOSE CALCIUM', 'HYDROXYPROPYL CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']","[250, 1216, 2442, 834]","['CARMELLOSE CALCIUM', 'HYDROXYPROPYLCELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']"
1324,"['SALCAPROZATE SODIUM', 'POVIDONE K90', 'CELLULOSE', 'MICROCRYSTALLINE', 'MAGNESIUM STEARATE']","[2712, 1641, 1346, 2346, 834]","['SALCAPROZATE SODIUM', 'POVIDONE', 'CELLULOSE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE']"
1436,"['SODIUM ACETATE TRIHYDRATE', 'GLACIAL ACETIC ACID', 'SODIUM CHLORIDE', 'WATER FOR INJECTION']","[279, 884, 1845, 294]","['SODIUM ACETATE TRIHYDRATE', 'ACETIC ACID', 'SODIUM CHLORIDE', 'WATER']"
361,"['SODIUM CHLORIDE', 'SODIUM ACETATE TRIHYDRATE', 'GLACIAL ACETIC ACID', 'WATER FOR INJECTIONS']","[1845, 279, 884, 848]","['SODIUM CHLORIDE', 'SODIUM ACETATE TRIHYDRATE', 'ACETIC ACID', 'WATER']"
637,"['SODIUM CHLORIDE', 'GLACIAL ACETIC ACID', 'SODIUM ACETATE TRIHYDRATE', 'WATER FOR INJECTIONS']","[1845, 884, 279, 848]","['SODIUM CHLORIDE', 'ACETIC ACID', 'SODIUM ACETATE TRIHYDRATE', 'WATER']"
1129,"['HYDROCHLORIC ACID (TO ADJUST PH)', 'SODIUM HYDROXIDE (TO ADJUST PH)', 'WATER FOR INJECTIONS']","[401, 2104, 848]","['HYDROCHLORIC ACID', 'SODIUM HYDROXIDE', 'WATER']"
1266,"['DISODIUM HYDROGEN PHOSPHATE', 'PHOSPHORIC ACID AND/OR SODIUM HYDROXIDE (FOR PH ADJUSTMENT).']","[1971, 128]","['DISODIUM HYDROGEN PHOSPHATE', 'PHOSPHORIC ACID', 'SODIUM HYDROXIDE']"
1302,"['SODIUM CHLORIDE', 'GLACIAL ACETIC ACID', 'SODIUM ACETATE TRIHYDRATE', 'WATER FOR INJECTIONS']","[1845, 884, 279, 848]","['SODIUM CHLORIDE', 'ACETIC ACID', 'SODIUM ACETATE TRIHYDRATE', 'WATER']"
1319,"['MANNITOL (E 421)', 'HYDROCHLORIC ACID (E 507) (PH ADJUSTMENT)', 'TROMETAMOL (PH ADJUSTMENT)']","[778, 2686, 1652]","['MANNITOL', 'HYDROCHLORIC ACID', 'TROMETHANIME']"
