Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES
1270,1270,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,1068,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,Chemical,2C17H18N3O3S.Mg.3H2O,,VEVZQDGATGBLIC-OXLUMUBXSA-N,,25/07/2019 11:55,21/12/2023 07:57,SUB126849,1,R6DXU4WAY9,"InChI=1S/2C17H18N3O3S.Mg.3H2O/c2*1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17;;;;/h2*5-8H,9H2,1-4H3;;3*1H2/q2*-1;+2;;;/t2*24-;;;;/m00..../s1",CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=CC(=C3)OC.O.O.O.[Mg+2]
1271,1271,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,1069,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,Chemical,2C17H18N3O3S.Mg.3H2O,,VEVZQDGATGBLIC-OXLUMUBXSA-N,,25/07/2019 11:55,21/12/2023 07:57,SUB126849,1,R6DXU4WAY9,"InChI=1S/2C17H18N3O3S.Mg.3H2O/c2*1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17;;;;/h2*5-8H,9H2,1-4H3;;3*1H2/q2*-1;+2;;;/t2*24-;;;;/m00..../s1",CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=CC(=C3)OC.O.O.O.[Mg+2]
1272,1272,LAMIVUDINE,1070,LAMIVUDINE,Chemical,C8H11N3O3S,,JTEGQNOMFQHVDC-NKWVEPMBSA-N,,25/07/2019 11:55,12/09/2023 14:12,SUB08392MIG,1,2T8Q726O95,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N
1273,1273,SAXAGLIPTIN HYDROCHLORIDE,1071,SAXAGLIPTIN HYDROCHLORIDE,Chemical,C18H25N3O2.ClH,,TUAZNHHHYVBVBR-NHKADLRUSA-N,,25/07/2019 11:55,04/07/2023 05:57,SUB30804,1,Z8J84YIX6L,"InChI=1S/C18H25N3O2.ClH/c19-8-13-2-12-3-14(12)21(13)16(22)15(20)17-4-10-1-11(5-17)7-18(23,6-10)9-17;/h10-15,23H,1-7,9,20H2;1H/t10?,11?,12-,13+,14+,15-,17?,18?;/m1./s1",C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.Cl
1274,1274,NEVIRAPINE,1072,NEVIRAPINE,Chemical,C15H14N4O,,NQDJXKOVJZTUJA-UHFFFAOYSA-N,,25/07/2019 11:55,13/09/2023 14:51,SUB09214MIG,1,99DK7FVK1H,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
1275,1275,NEVIRAPINE HEMIHYDRATE,1073,NEVIRAPINE HEMIHYDRATE,Chemical,2C15H14N4O.H2O,,KMTLSXAXTLQBKJ-UHFFFAOYSA-N,,25/07/2019 11:55,12/06/2023 11:29,SUB34149,1,B7XF2TD73C,"InChI=1S/2C15H14N4O.H2O/c2*1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10;/h2*2-3,6-8,10H,4-5H2,1H3,(H,18,20);1H2",CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4.CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4.O
1276,1276,NEVIRAPINE,1074,NEVIRAPINE,Chemical,C15H14N4O,,NQDJXKOVJZTUJA-UHFFFAOYSA-N,,25/07/2019 11:55,13/09/2023 14:51,SUB09214MIG,1,99DK7FVK1H,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
1277,1277,EPTIFIBATIDE,1075,EPTIFIBATIDE,Chemical,C35H49N11O9S2,,CZKPOZZJODAYPZ-LROMGURASA-N,,25/07/2019 11:55,07/09/2023 07:51,SUB12498MIG,1,NA8320J834,"InChI=1S/C35H49N11O9S2/c36-30(51)25-18-57-56-13-10-27(47)42-22(8-3-4-11-39-35(37)38)31(52)41-17-28(48)43-23(15-29(49)50)32(53)44-24(14-19-16-40-21-7-2-1-6-20(19)21)34(55)46-12-5-9-26(46)33(54)45-25/h1-2,6-7,16,22-26,40H,3-5,8-15,17-18H2,(H2,36,51)(H,41,52)(H,42,47)(H,43,48)(H,44,53)(H,45,54)(H,49,50)(H4,37,38,39)/t22-,23-,24-,25-,26-/m0/s1",C1C[C@H]2C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
1278,1278,EPTIFIBATIDE,1076,EPTIFIBATIDE,Chemical,C35H49N11O9S2,,CZKPOZZJODAYPZ-LROMGURASA-N,,25/07/2019 11:55,07/09/2023 07:51,SUB12498MIG,1,NA8320J834,"InChI=1S/C35H49N11O9S2/c36-30(51)25-18-57-56-13-10-27(47)42-22(8-3-4-11-39-35(37)38)31(52)41-17-28(48)43-23(15-29(49)50)32(53)44-24(14-19-16-40-21-7-2-1-6-20(19)21)34(55)46-12-5-9-26(46)33(54)45-25/h1-2,6-7,16,22-26,40H,3-5,8-15,17-18H2,(H2,36,51)(H,41,52)(H,42,47)(H,43,48)(H,44,53)(H,45,54)(H,49,50)(H4,37,38,39)/t22-,23-,24-,25-,26-/m0/s1",C1C[C@H]2C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
1279,1279,NITRIC OXIDE,1077,NITRIC OXIDE,Chemical,NO,,MWUXSHHQAYIFBG-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 16:30,SUB12540MIG,1,31C4KY9ESH,InChI=1S/NO/c1-2,[N]=O
1280,1280,ZOLEDRONIC ACID MONOHYDRATE,1078,ZOLEDRONIC ACID MONOHYDRATE,Chemical,C5H10N2O7P2.H2O,,FUXFIVRTGHOMSO-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 11:24,SUB21645,1,6XC1PAD3KF,"InChI=1S/C5H10N2O7P2.H2O/c8-5(15(9,10)11,16(12,13)14)3-7-2-1-6-4-7;/h1-2,4,8H,3H2,(H2,9,10,11)(H2,12,13,14);1H2",C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O
1281,1281,FEBUXOSTAT,1079,FEBUXOSTAT,Chemical,C16H16N2O3S,,BQSJTQLCZDPROO-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 08:18,SUB25382,1,101V0R1N2E,"InChI=1S/C16H16N2O3S/c1-9(2)8-21-13-5-4-11(6-12(13)7-17)15-18-10(3)14(22-15)16(19)20/h4-6,9H,8H2,1-3H3,(H,19,20)",CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
1282,1282,ENTECAVIR MONOHYDRATE,1080,ENTECAVIR MONOHYDRATE,Chemical,C12H15N5O3.H2O,,YXPVEXCTPGULBZ-WQYNNSOESA-N,,25/07/2019 11:55,13/06/2023 14:44,SUB25434,1,5968Y6H45M,"InChI=1S/C12H15N5O3.H2O/c1-5-6(3-18)8(19)2-7(5)17-4-14-9-10(17)15-12(13)16-11(9)20;/h4,6-8,18-19H,1-3H2,(H3,13,15,16,20);1H2/t6-,7-,8-;/m0./s1",C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2NC(=NC3=O)N.O
1283,1283,BRIMONIDINE TARTRATE,1081,BRIMONIDINE TARTRATE,Chemical,C11H10BrN5.C4H6O6,,QZHBYNSSDLTCRG-LREBCSMRSA-N,,25/07/2019 11:55,19/12/2023 13:17,SUB13122MIG,1,4S9CL2DY2H,"InChI=1S/C11H10BrN5.C4H6O6/c12-9-7(17-11-15-5-6-16-11)1-2-8-10(9)14-4-3-13-8;5-1(3(7)8)2(6)4(9)10/h1-4H,5-6H2,(H2,15,16,17);1-2,5-6H,(H,7,8)(H,9,10)/t;1-,2-/m.1/s1",C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
1284,1284,HISTAMINE DIHYDROCHLORIDE,1082,HISTAMINE DIHYDROCHLORIDE,Chemical,C5H9N3.2ClH,,PPZMYIBUHIPZOS-UHFFFAOYSA-N,,25/07/2019 11:55,12/09/2023 10:59,SUB12022MIG,1,3POA0Q644U,"InChI=1S/C5H9N3.2ClH/c6-2-1-5-3-7-4-8-5;;/h3-4H,1-2,6H2,(H,7,8);2*1H",C1=C(NC=N1)CCN.Cl.Cl
1285,1285,LORLATINIB,1083,LORLATINIB,Chemical,C21H19FN6O2,,IIXWYSCJSQVBQM-LLVKDONJSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB181272,1,OSP71S83EU,"InChI=1S/C21H19FN6O2/c1-11-15-7-13(22)4-5-14(15)21(29)27(2)10-16-19(17(8-23)28(3)26-16)12-6-18(30-11)20(24)25-9-12/h4-7,9,11H,10H2,1-3H3,(H2,24,25)/t11-/m1/s1",C[C@@H]1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C
1286,1286,EMTRICITABINE,1084,EMTRICITABINE,Chemical,C8H10FN3O3S,,XQSPYNMVSIKCOC-NTSWFWBYSA-N,,25/07/2019 11:55,20/12/2023 12:09,SUB01882MIG,1,G70B4ETF4S,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F
1287,1287,EMTRICITABINE,1085,EMTRICITABINE,Chemical,C8H10FN3O3S,,XQSPYNMVSIKCOC-NTSWFWBYSA-N,,25/07/2019 11:55,20/12/2023 12:09,SUB01882MIG,1,G70B4ETF4S,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F
1288,1288,CEFTOLOZANE SULFATE,1086,CEFTOLOZANE SULFATE,Chemical,C23H31N12O8S2.HO4S,,UJDQGRLTPBVSFN-TVNHLQOTSA-N,,25/07/2019 11:55,13/06/2023 10:52,SUB167761,1,7R247U84HY,"InChI=1S/C23H30N12O8S2.H2O4S/c1-23(2,20(40)41)43-31-11(15-30-21(26)45-32-15)16(36)29-12-17(37)35-13(19(38)39)9(8-44-18(12)35)6-34-7-10(14(25)33(34)3)28-22(42)27-5-4-24;1-5(2,3)4/h7,12,18,25H,4-6,8,24H2,1-3H3,(H7,26,27,28,29,30,32,36,38,39,40,41,42);(H2,1,2,3,4)/b31-11-;/t12-,18-;/m1./s1",CC(C)(C(=O)[O-])O/N=C(/C1=NSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC(=C(N4C)N)NC(=O)NCCN)C(=O)O.OS(=O)(=O)O
1289,1289,TAZOBACTAM SODIUM,1086,TAZOBACTAM SODIUM,Chemical,C10H11N4O5S.Na,,RFMIKMMOLPNEDG-QVUDESDKSA-M,,25/07/2019 11:55,18/05/2023 06:55,SUB04682MIG,1,UXA545ABTT,"InChI=1S/C10H12N4O5S.Na/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19;/h2-3,7-8H,4-5H2,1H3,(H,16,17);/q;+1/p-1/t7-,8+,10+;/m1./s1",C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])CN3C=CN=N3.[Na+]
1290,1290,NITISINONE,1087,NITISINONE,Chemical,C14H10F3NO5,,OUBCNLGXQFSTLU-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB09313MIG,1,K5BN214699,"InChI=1S/C14H10F3NO5/c15-14(16,17)7-4-5-8(9(6-7)18(22)23)13(21)12-10(19)2-1-3-11(12)20/h4-6,12H,1-3H2",C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
1291,1291,NITISINONE,1088,NITISINONE,Chemical,C14H10F3NO5,,OUBCNLGXQFSTLU-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB09313MIG,1,K5BN214699,"InChI=1S/C14H10F3NO5/c15-14(16,17)7-4-5-8(9(6-7)18(22)23)13(21)12-10(19)2-1-3-11(12)20/h4-6,12H,1-3H2",C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
1292,1292,OZANIMOD HYDROCHLORIDE,1089,OZANIMOD HYDROCHLORIDE,Chemical,C23H24N4O3.ClH,,HAOOCAKHSFYDBU-BDQAORGHSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB197076,1,3UPR33JAAM,"InChI=1S/C23H24N4O3.ClH/c1-14(2)29-21-9-6-15(12-16(21)13-24)23-26-22(27-30-23)19-5-3-4-18-17(19)7-8-20(18)25-10-11-28;/h3-6,9,12,14,20,25,28H,7-8,10-11H2,1-2H3;1H/t20-;/m0./s1",CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CC[C@@H](C4=CC=C3)NCCO)C#N.Cl
1293,1293,DASABUVIR SODIUM MONOHYDRATE,1090,DASABUVIR SODIUM MONOHYDRATE,Chemical,C26H26N3O5S.Na.H2O,,SJHKKWUESHNTBB-UHFFFAOYSA-M,,25/07/2019 11:55,13/06/2023 12:45,SUB179282,1,OG6D40M62L,"InChI=1S/C26H27N3O5S.Na.H2O/c1-26(2,3)22-15-20(29-11-10-23(30)27-25(29)31)14-21(24(22)34-4)18-7-6-17-13-19(28-35(5,32)33)9-8-16(17)12-18;;/h6-15,28H,1-5H3,(H,27,30,31);;1H2/q;+1;/p-1",CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)[N-]C4=O.O.[Na+]
1294,1294,DIMETHYL FUMARATE,1091,DIMETHYL FUMARATE,Chemical,C6H8O4,,LDCRTTXIJACKKU-ONEGZZNKSA-N,,25/07/2019 11:55,20/12/2023 13:31,SUB13608MIG,1,FO2303MNI2,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3/b4-3+",COC(=O)/C=C/C(=O)OC
1295,1295,IRBESARTAN,1092,IRBESARTAN,Chemical,C25H28N6O,,YOSHYTLCDANDAN-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB08293MIG,1,J0E2756Z7N,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1296,1296,HYDROCHLOROTHIAZIDE,1092,HYDROCHLOROTHIAZIDE,Chemical,C7H8ClN3O4S2,,JZUFKLXOESDKRF-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:58,SUB08062MIG,1,0J48LPH2TH,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
1297,1297,OMBITASVIR,1093,OMBITASVIR,Chemical,C50H67N7O8,,PIDFDZJZLOTZTM-KHVQSSSXSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB131058,1,2302768XJ8,"InChI=1S/C50H67N7O8/c1-30(2)42(53-48(62)64-8)46(60)55-28-10-12-40(55)44(58)51-35-20-14-32(15-21-35)38-26-27-39(57(38)37-24-18-34(19-25-37)50(5,6)7)33-16-22-36(23-17-33)52-45(59)41-13-11-29-56(41)47(61)43(31(3)4)54-49(63)65-9/h14-25,30-31,38-43H,10-13,26-29H2,1-9H3,(H,51,58)(H,52,59)(H,53,62)(H,54,63)/t38-,39-,40-,41-,42-,43-/m0/s1",CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)NC2=CC=C(C=C2)[C@@H]3CC[C@H](N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)NC(=O)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC
1298,1298,PARITAPREVIR,1093,PARITAPREVIR,Chemical,C40H43N7O7S,,UAUIUKWPKRJZJV-QPLHLKROSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB166312,1,OU2YM37K86,"InChI=1S/C40H43N7O7S/c1-24-21-42-33(22-41-24)35(48)43-32-16-6-4-2-3-5-11-25-20-40(25,39(51)46-55(52,53)27-17-18-27)45-36(49)34-19-26(23-47(34)38(32)50)54-37-30-14-8-7-12-28(30)29-13-9-10-15-31(29)44-37/h5,7-15,21-22,25-27,32,34H,2-4,6,16-20,23H2,1H3,(H,43,48)(H,45,49)(H,46,51)/b11-5-/t25-,26-,32+,34+,40-/m1/s1",CC1=CN=C(C=N1)C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@]3(NC(=O)[C@@H]4C[C@H](CN4C2=O)OC5=NC6=CC=CC=C6C7=CC=CC=C75)C(=O)NS(=O)(=O)C8CC8
1299,1299,RITONAVIR,1093,RITONAVIR,Chemical,C37H48N6O5S2,,NCDNCNXCDXHOMX-XGKFQTDJSA-N,,25/07/2019 11:55,20/12/2023 11:23,SUB10342MIG,1,O3J8G9O825,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1",CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
1300,1300,SILDENAFIL CITRATE,1094,SILDENAFIL CITRATE,Chemical,C22H30N6O4S.C6H8O7,,DEIYFTQMQPDXOT-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 11:54,SUB04386MIG,1,BW9B0ZE037,"InChI=1S/C22H30N6O4S.C6H8O7/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28;7-3(8)1-6(13,5(11)12)2-4(9)10/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29);13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1301,1301,DAPAGLIFLOZIN,1095,DAPAGLIFLOZIN,Chemical,C21H25ClO6,,JVHXJTBJCFBINQ-ADAARDCZSA-N,,25/07/2019 11:55,05/09/2023 09:47,SUB31650,1,1ULL0QJ8UC,"InChI=1S/C21H25ClO6/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21/h3-8,10,17-21,23-26H,2,9,11H2,1H3/t17-,18-,19+,20-,21+/m1/s1",CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl
1302,1302,CYTARABINE,1096,CYTARABINE,Chemical,C9H13N3O5,,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,,25/07/2019 11:55,28/07/2023 13:05,SUB06880MIG,1,04079A1RDZ,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7+,8-/m1/s1",C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
1303,1303,METHOTREXATE,1097,METHOTREXATE,Chemical,C20H22N8O5,,FBOZXECLQNJBKD-ZDUSSCGKSA-N,,25/07/2019 11:55,20/12/2023 15:53,SUB08856MIG,1,YL5FZ2Y5U1,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
1304,1304,DEUCRAVACITINIB,1098,DEUCRAVACITINIB,Chemical,C20H22N8O3,,BZZKEPGENYLQSC-FIBGUPNXSA-N,,31/05/2020 19:23,01/08/2023 06:31,SUB214583,1,N0A21N6RAU,"InChI=1S/C20H22N8O3/c1-21-20(30)16-14(9-15(25-26-16)24-19(29)11-7-8-11)23-13-6-4-5-12(17(13)31-3)18-22-10-28(2)27-18/h4-6,9-11H,7-8H2,1-3H3,(H,21,30)(H2,23,24,25,29)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)C4CC4
1305,1305,SUFENTANIL CITRATE,1099,SUFENTANIL CITRATE,Chemical,C22H30N2O2S.C6H8O7,,OJCZPLDERGDQRJ-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 09:38,SUB04616MIG,1,S9ZFX8403R,"InChI=1S/C22H30N2O2S.C6H8O7/c1-3-21(25)24(19-8-5-4-6-9-19)22(18-26-2)12-15-23(16-13-22)14-11-20-10-7-17-27-20;7-3(8)1-6(13,5(11)12)2-4(9)10/h4-10,17H,3,11-16,18H2,1-2H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1306,1306,ESTETROL MONOHYDRATE,1100,ESTETROL MONOHYDRATE,Chemical,C18H24O4.H2O,,XRJNAPXFAXBPAM-BVTDNVAGSA-N,,21/02/2020 09:44,07/09/2023 12:41,SUB206980,1,KC3GI9UM9V,"InChI=1S/C18H24O4.H2O/c1-18-7-6-12-11-5-3-10(19)8-9(11)2-4-13(12)14(18)15(20)16(21)17(18)22;/h3,5,8,12-17,19-22H,2,4,6-7H2,1H3;1H2/t12-,13-,14-,15-,16-,17+,18+;/m1./s1",C[C@]12CC[C@H]3[C@H]([C@@H]1[C@H]([C@H]([C@@H]2O)O)O)CCC4=C3C=CC(=C4)O.O
1307,1307,DROSPIRENONE,1100,DROSPIRENONE,Chemical,C24H30O3,,METQSPRSQINEEU-HXCATZOESA-N,,25/07/2019 11:55,14/09/2023 09:46,SUB06413MIG,1,N295J34A25,"InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3/t13-,14+,15-,16+,18+,20-,21+,22-,23+,24+/m1/s1",C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
1308,1308,CAPECITABINE,1101,CAPECITABINE,Chemical,C15H22FN3O6,,GAGWJHPBXLXJQN-UORFTKCHSA-N,,25/07/2019 11:55,19/12/2023 13:50,SUB12474MIG,1,6804DJ8Z9U,"InChI=1S/C15H22FN3O6/c1-3-4-5-6-24-15(23)18-12-9(16)7-19(14(22)17-12)13-11(21)10(20)8(2)25-13/h7-8,10-11,13,20-21H,3-6H2,1-2H3,(H,17,18,22,23)/t8-,10-,11-,13-/m1/s1",CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O
1309,1309,ESTETROL MONOHYDRATE,1102,ESTETROL MONOHYDRATE,Chemical,C18H24O4.H2O,,XRJNAPXFAXBPAM-BVTDNVAGSA-N,,21/02/2020 09:44,07/09/2023 12:41,SUB206980,1,KC3GI9UM9V,"InChI=1S/C18H24O4.H2O/c1-18-7-6-12-11-5-3-10(19)8-9(11)2-4-13(12)14(18)15(20)16(21)17(18)22;/h3,5,8,12-17,19-22H,2,4,6-7H2,1H3;1H2/t12-,13-,14-,15-,16-,17+,18+;/m1./s1",C[C@]12CC[C@H]3[C@H]([C@@H]1[C@H]([C@H]([C@@H]2O)O)O)CCC4=C3C=CC(=C4)O.O
1310,1310,DROSPIRENONE,1102,DROSPIRENONE,Chemical,C24H30O3,,METQSPRSQINEEU-HXCATZOESA-N,,25/07/2019 11:55,14/09/2023 09:46,SUB06413MIG,1,N295J34A25,"InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3/t13-,14+,15-,16+,18+,20-,21+,22-,23+,24+/m1/s1",C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
1311,1311,PREGABALIN,1103,PREGABALIN,Chemical,C8H17NO2,,AYXYPKUFHZROOJ-ZETCQYMHSA-N,,25/07/2019 11:55,20/12/2023 08:49,SUB10023MIG,1,55JG375S6M,"InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)/t7-/m0/s1",CC(C)C[C@@H](CC(=O)O)CN
